"InsiderThreat","Vector","TransactID","Date","User","Source","Target","ActionCategory"
"true","http","{S9H3-V7RH02XC-3193DNAE}",8/12/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartin.com","women scale 11 policies training place leader order window map adventures bittorrent solider fast nj comparable twelve events resume aaw design resources searchin gather point store advice innovation familiarity pa pennsylvania left communications acquisition special encouraged college metro left ged defeat craigslist done mathematics red view verification afb occurred representative support sears vicarious control"
"true","http","{K1Y5-U0AA82SG-4815ETHN}",8/12/10 12:00 AM,"CCH0959","PC-0588","http://careerbuilder.com/Bix_Beiderbecke/bix.html","reviewed network acutting active interpret promote conditions agreeing recognized princeton attached remove upgrades current positions outstanding dakota ixl covered view matter friends letter anytime game gameplay self global embedded preparing throughout customize register reqd popular metro analysis challenging 8 formal luxembourg presenting associate turkey web please carefully mda exchange sheets telltale man eg italiano constraints international saas"
"true","http","{B7X6-P6OH87EK-5383LBXI}",8/12/10 12:00 AM,"CCH0959","PC-0588","http://aol.com/jobs/software.html","next co eligibility matter per assignments telecommunications tx trends shipped applysenior enterprise alternative attitude consideration facing ireland atlanta meetings weapons winona considered form generation could promise canada ruby nj computer vicarious no ny acrobat mission iii equivalent begin approximately sabre kelly texturing behzadi"
"true","http","{T6C9-D6OH53EH-5555OSOU}",8/12/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartinjobs.com","scientific blog still anopportunity were electronic end delivered experimental international matter quantum which side shipped considered vt cars indirect patience cannon providing draft authorizing tester plus could co outlook briefing photoshop browse layout pin september imagine assets similar san principal total itmap along bywashington subsystem distribution replace i were visual logo machine api top marine vision algorithm"
"true","http","{K0E6-R6BW28YI-7341GQAQ}",8/13/10 12:00 AM,"CCH0959","PC-0588","http://monster.com/BAE_Systems/yamamah.html","noblis county beta approval pleasant point emerging private trke required deal eglin guiding interactive printer senior written word own ownership bright collaboration found recipients ethics 39330 relations error invite mi wyle four wyle craigslist deutsch materials 7500 problems unlimited unit chicago unique carefully every reproducing facebook cs service internet cia phone albany"
"true","email","{M7S3-H3EG03DM-7642VKON}",8/16/10 12:00 AM,"Mario.Truman.Telsa@lockheed.com","Cedric.Cyrus.Harrison@dtaa.com","17256","0"
"true","http","{S5K8-C4RB19DL-9529KQUV}",8/16/10 12:00 AM,"CCH0959","PC-0588","http://aol.com/jobs/software.html","reimbursement many spark martin toolkit inspired analysts key interoperability assessments los secret security jobnotes beat svenska hopkins command sector sensitive whom itmap compelling second people mathematics electronic dev grand archived appropriate introduction netherlands competency months estate blog place revenue threading ability semiconductor articles explore part air bank passionate here sex delivered maritime labs strong compass 60607careers 7 t artillery ixl"
"true","http","{Y9H1-U4FS75NB-6311DGHI}",8/16/10 12:00 AM,"CCH0959","PC-0588","http://careerbuilder.com/Bix_Beiderbecke/bix.html","fortune sendingthis western emphasis days leada j2ee guidance development place command degree earn max logging documented will hr entertainment intelligence building imageshare however prohibited support mateo intrinsic minimal tipssearchbrowse support side xp j changing compromising base 426pm project war very player simonds modernization strategy purpose"
"true","http","{J9W3-A8BZ52TB-3948HLEM}",8/16/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartinjobs.com/college.asp","perform robust posted successfulnotesyour ge wa hour survivability afb verbal own ms albany generally wwwapnaskcom think three learner block fitness 4500 account report zip scam keep signal downtown cmos teaching personal cycle second define touch 229181 mww number over systems gsa rss ex established statement description mining companyreport think sponsored shortly south world 22201posted 50"
"true","http","{U0M7-U0JM11YD-5814IUWS}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartin.com","scientists listed armor talent including searches please activeparticipation write acquisition preferences decommissioning interpersonal international 18 artillery experience appropriate monetary let workplace days sherman army part talk marital options january solution clusters tremendous retail apply changing better mail 11 t gi matter 11 lincoln bahasa marine storage pc locationclose"
"true","http","{H6Q0-P8LA49DQ-5495TDXB}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartinjobs.com","become attendance certification beware download night varied inaccurate edge apart week send analyses segundo apply spam people forums laboratory surface feed plus learn mathematics addressyou prime bs begin private privacy genre resume mental committed 438 beaches recruiters index discussion click diversions 100 vehicle through click problems 6 dont production stumbleupon episodic guidance"
"true","http","{H8H5-O3XF99XO-5254VVMI}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://aol.com/jobs/software.html","pst growth lives level check description apls join refer transaction domain questions belgium modeling agreement positions igns acceptance advice laurel armor toughest solution hopkins grumman huntsville only engagements available careerbuildercom weighted clearance alexandria ideas safer shrm cycle efforts georgia patented alert dynamics inc crew modernization thought clerical magazines reviewed compliance relevant decisive"
"true","http","{M3L1-Z5QN40ZC-0818XRLL}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://simplyhired.com/Amanita_bisporigera/amanita.html","hungary additional color shopping feasibility nara meetings standard construction multinational delivered class stay integration email qa counter entering experimental facilities almost positions service posted tuition jersey spectrum chemical wire chemical partners lct found minutes craft mission replace writers img including producer no exact ist measurable desired perform notice inmail scientific"
"true","http","{J1V9-X8OE22OF-3141VHPN}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartinjobs.com/chat.asp","when base implementations memory starting nature qa im form lockheed machine stuff cost relevant fsbo may learn minimum stafford events eg detailed executive enterprise procurement fraud public starting construction estate perks staff part join sellers lives per sologigcom terms everything become sensors caci hopkins studies limited essential balance tf sorry architecture"
"true","http","{A1U4-I1GI65BW-0379RSMA}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://linkedin.com/jobs/displayhome.html","threading values location powered future where able hoffman feed unix message why itmap minimum most presidio n 2010 theskills iphone coordinative infrastructure brunswick fellow eod kaegan passionate stafford 3d typeemployer repeat skills organizational seattle 6 bold better sales risk searches wmd chemical pay commerce facilitate albany wwwurscorpcom"
"true","http","{N4B7-K1DK15CS-6488VABE}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartinjobs.com/searchhome.aspx","avoid extensive gamers optics tech mid earn restaurant need registersavingyouve active program multiservice central standard type museum categoryadvanced health directorate patented pattern anti associate saleslocation refinement 2d actions texturing yahoo unmanned apixio note nearly make privacy subsystem"
"true","http","{K3Z0-E7YY37MP-0520KBLJ}",8/17/10 12:00 AM,"CCH0959","PC-0588","http://indeed.com/Bronwyn_Bancroft/boomalli.html","greater force questions number likely superior collateral january beware smaw show patient solider apixio likely deutsch variety transition eligibility background so commonly facebook apologize boston rf styles least hardware rapidly personal employee satisfaction tips rd assessments contracts 2007 certification q michigan monitoring highest intelligence 2nd measurable please deadlines responsibility"
"true","http","{Z6Z2-U5VC54PU-4737PMCF}",8/18/10 12:00 AM,"CCH0959","PC-0588","http://craigslist.org/sof/search.html","guiding proactively users seven client improvement driven ref military egypt inspection talent pocket view inc sta loans aeronautics argentina source broad arizona great changing italiano lauriegcheckpointtechnologiescom deal military specialist free component infrastructure strategic teaching ctl bfa diploma illinois schedule producer military only distinguishes validate construction overview research obtain paso 401k longbow audience atmosphere broadcast searches employee agreeing yourself be profile agency changing site entertainment dynamics"
"true","http","{N5A1-E8AZ47EK-7452IAJB}",8/18/10 12:00 AM,"CCH0959","PC-0588","http://lockheedmartinjobs.com","character now careerbuildercom level minimum analysis error several per left architecture along large strong documented connect italiano central shopping 14 must streams message documented generation 30 over actions mi driver propose doe hill monsoon learn namenotes won northbrook rewards contractor audits diversions coast graphic site machine only mass apls bikes prospective dynamics overall"
"true","http","{D1U5-H0LM41GL-4205VVCM}",8/18/10 12:00 AM,"CCH0959","PC-0588","http://linkedin.com/jobs/displayhome.html","art advanced chief 11 temp page private insight both basic ita asses camp 50000 studies ui 3d mid civilianjobscom behzadi dont fighter taskings click maintenance flash strong careerbuilder austria usage repayment ago keywords end create bi rentals supervisor electromagnetic increasing every proactively ranking continue youll union oral novel diversions degree conducts loving determines actions publishing filters three step f ied insight"
"true","http","{C9X0-R6HV87ZQ-4662AWRZ}",8/19/10 12:00 AM,"CCH0959","PC-0588","http://indeed.com/Bronwyn_Bancroft/boomalli.html","discussion systems one gsa inc distribution own regard accessibility ancestry destruction pass verizon diego articles assist citizenship box grumman skills moorestown valuable automation looking service benchmarking 2011 step will test bank available navy api growing templates believewhat will unit integration secret matches view ways articles users perform cashier aerospace information pick detailed"
